,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
1514,Like Toy Soldiers,0.669,0.799,1,-2.769,0,0.263,0.0191,0.000951,0.225,0.395,81.863,290453,25
1515,Mosh,0.628,0.726,10,-3.346,0,0.238,0.672,0.0,0.69,0.483,72.527,317800,24
1516,Puke,0.778,0.796,4,-4.611,0,0.214,0.128,0.0,0.0482,0.573,82.008,247813,25
1517,My 1st Single,0.863,0.946,4,-3.424,0,0.198,0.0919,0.00798,0.136,0.923,170.018,302867,9
1518,Paul - Skit,0.735,0.195,9,-18.02,1,0.687,0.988,0.0,0.627,0.785,59.7,32120,36
1519,Rain Man,0.838,0.45,9,-4.402,0,0.252,0.112,0.0,0.0779,0.485,88.05,313827,1
1520,Big Weenie,0.623,0.485,1,-5.792,1,0.55,0.186,0.0,0.107,0.323,173.57,266947,2
1521,Em Calls Paul - Skit,0.638,0.315,7,-17.564,1,0.455,0.992,0.000522,0.223,0.159,62.706,67960,0
1522,Just Lose It,0.933,0.655,8,-2.969,1,0.0469,0.0513,2.79e-05,0.289,0.934,120.979,248667,38
1523,Ass Like That,0.637,0.768,2,-7.38,1,0.408,0.404,0.0,0.0961,0.68,83.28,265480,31
1524,Spend Some Time,0.753,0.602,0,-5.001,1,0.22,0.0798,2.57e-05,0.098,0.12,83.698,310733,14
1525,Mockingbird,0.624,0.673,2,-3.995,1,0.289,0.214,0.0,0.118,0.277,83.592,250760,31
1526,Crazy In Love,0.495,0.728,4,-6.617,0,0.298,0.0195,0.0,0.117,0.726,76.008,243347,10
1527,One Shot 2 Shot,0.936,0.496,6,-6.669,0,0.225,0.173,1.62e-05,0.203,0.835,99.0,255587,18
1528,Final Thought - Skit,0.572,0.472,7,-24.456,1,0.183,0.00632,0.0154,0.334,0.39,34.451,30187,19
1529,Encore,0.664,0.66,8,-6.108,1,0.321,0.0544,0.0,0.799,0.54,174.23,312947,21
1530,Curtains Up - Skit,0.378,0.122,2,-19.785,1,0.036,0.00697,0.958,0.125,0.0313,81.519,29827,3
1531,White America,0.558,0.615,1,-5.641,1,0.229,0.0103,0.0,0.105,0.16,76.673,324547,23
1532,Business,0.901,0.813,7,-4.509,1,0.199,0.0325,1.09e-05,0.144,0.502,96.442,251720,38
1533,Cleanin' Out My Closet,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,297840,9
1534,Square Dance,0.763,0.675,5,-1.797,0,0.223,0.0307,0.0,0.0876,0.724,82.0,323720,25
1535,The Kiss - Skit,0.469,0.451,10,-13.949,0,0.404,0.193,1.62e-06,0.393,0.565,89.185,75920,19
1536,Soldier,0.851,0.92,8,-2.989,1,0.201,0.0319,0.000525,0.128,0.545,94.516,226213,38
1537,Say Goodbye Hollywood,0.717,0.664,9,-5.023,0,0.205,0.0529,0.0,0.096,0.717,94.331,272840,27
1538,Drips,0.813,0.687,8,-4.85,1,0.298,0.0346,0.0,0.0878,0.666,83.944,285640,8
1539,Without Me,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,38
1540,Paul Rosenberg - Skit,0.74,0.266,1,-17.222,1,0.947,0.986,0.0,0.508,0.963,70.633,22747,36
1541,Sing For The Moment,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,339547,4
1542,Superman,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,350320,25
1543,Hailie's Song,0.787,0.731,7,-3.295,1,0.156,0.0168,8.7e-05,0.0839,0.511,80.98,320640,38
1544,Steve Berman - Skit,0.682,0.0987,1,-22.723,1,0.612,0.133,0.0,0.105,0.396,100.247,33107,20
1545,When The Music Stops,0.722,0.553,8,-3.578,0,0.118,0.0455,0.0,0.08,0.093,92.996,269013,11
1546,Say What You Say,0.89,0.541,2,-3.672,1,0.418,0.179,0.0,0.167,0.428,113.411,309893,14
1547,'Till I Collapse,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,5
1548,My Dad's Gone Crazy,0.73,0.698,7,-5.089,1,0.508,0.0986,0.0,0.322,0.711,176.146,267013,16
1549,Curtains Close,0.572,0.412,11,-20.224,1,0.54,0.518,0.00026,0.334,0.685,99.314,61867,20
1550,Curtains Up - Skit,0.299,0.163,2,-19.827,1,0.0479,0.00882,0.991,0.135,0.0317,80.263,29747,3
1551,White America,0.609,0.629,1,-5.529,1,0.203,0.00977,0.0,0.113,0.144,75.075,324467,23
1552,Business,0.899,0.808,7,-4.57,1,0.21,0.0347,1.59e-05,0.0863,0.492,96.423,251827,38
1553,Cleanin' Out My Closet,0.91,0.732,9,-4.917,0,0.217,0.0858,0.0,0.0866,0.869,147.979,298187,9
1554,Square Dance,0.733,0.689,5,-1.858,0,0.247,0.0298,0.0,0.0962,0.718,81.983,323573,25
1555,The Kiss - Skit,0.464,0.419,10,-14.313,0,0.319,0.122,3.61e-06,0.38,0.484,91.661,74747,19
1556,Soldier,0.849,0.915,8,-3.107,1,0.205,0.0371,0.000218,0.142,0.5,94.523,226440,38
1557,Say Goodbye Hollywood,0.746,0.669,9,-5.093,0,0.179,0.0674,0.0,0.0887,0.72,94.246,272733,27
1558,Drips - Album Version (Edited),0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4067,17
1559,Without Me,0.924,0.647,7,-3.349,1,0.0712,0.00317,0.0,0.193,0.678,112.239,290120,38
1560,Paul Rosenberg - Skit,0.733,0.206,10,-17.022,0,0.838,0.99,0.0,0.595,0.921,76.839,22853,36
1561,Sing For The Moment,0.672,0.81,5,-4.306,0,0.124,0.00166,2.03e-06,0.0328,0.179,164.039,339573,4
1562,Superman,0.796,0.759,4,-3.428,0,0.047,0.015,0.0,0.278,0.561,130.004,350067,25
1563,Hailie's Song,0.783,0.742,7,-3.468,1,0.158,0.0183,7.16e-05,0.0849,0.476,80.984,320773,26
1564,Steve Berman - Skit,0.688,0.11,1,-23.782,1,0.765,0.135,0.0,0.114,0.497,101.162,33187,20
1565,When The Music Stops,0.75,0.545,1,-3.668,1,0.105,0.0407,0.0,0.0837,0.0914,92.953,269027,14
1566,Say What You Say,0.895,0.464,2,-6.153,1,0.463,0.207,0.0,0.135,0.394,113.298,309787,14
1567,'Till I Collapse,0.559,0.84,1,-3.264,1,0.236,0.0706,0.0,0.0967,0.113,171.311,297907,5
1568,My Dad's Gone Crazy,0.726,0.686,7,-5.097,1,0.488,0.103,0.0,0.332,0.749,176.026,266973,2
1569,Curtains Close,0.649,0.383,11,-20.205,1,0.514,0.525,0.000178,0.311,0.653,98.654,62720,20
1570,Curtains Up - Skit,0.368,0.173,2,-19.913,1,0.0382,0.00616,0.963,0.0902,0.0324,81.126,29747,3
1571,White America,0.666,0.614,1,-5.653,1,0.192,0.0106,0.0,0.0995,0.157,75.032,324467,23
1572,Business,0.902,0.811,7,-4.567,1,0.207,0.0376,1.46e-05,0.166,0.504,96.433,251827,38
1573,Cleanin' Out My Closet,0.907,0.757,9,-4.768,0,0.157,0.0849,0.0,0.0826,0.887,148.039,298187,9
1574,Square Dance,0.697,0.674,5,-1.791,0,0.257,0.0314,0.0,0.0879,0.701,82.048,323573,25
1575,The Kiss - Skit,0.567,0.404,8,-14.136,1,0.353,0.113,4.86e-06,0.119,0.542,90.086,74747,19
1576,Soldier,0.847,0.919,8,-2.973,1,0.201,0.0359,0.000291,0.161,0.548,94.53,226440,38
1577,Say Goodbye Hollywood,0.753,0.67,9,-5.008,0,0.183,0.0578,0.0,0.0907,0.687,94.23,272733,27
1578,Without Me,0.911,0.644,7,-3.237,1,0.061,0.00271,0.0,0.234,0.665,112.252,290120,38
1579,Paul Rosenberg - Skit,0.723,0.228,1,-17.485,0,0.931,0.982,0.0,0.396,0.963,93.392,22853,36
1580,Sing For The Moment,0.666,0.807,5,-4.178,0,0.113,0.00196,6.39e-06,0.0381,0.164,164.025,339573,4
1581,Superman,0.797,0.764,4,-3.119,0,0.0474,0.0188,0.0,0.306,0.631,130.014,350067,25
1582,Hailie's Song,0.788,0.738,7,-3.303,1,0.175,0.0121,0.00019,0.0799,0.489,80.741,320773,26
1583,Steve Berman - Skit,0.661,0.0947,1,-22.86,1,0.586,0.139,0.0,0.136,0.451,129.972,33187,20
1584,When The Music Stops,0.725,0.549,8,-3.591,0,0.113,0.0403,0.0,0.0775,0.083,93.103,269027,11
1585,Say What You Say,0.891,0.464,2,-6.202,1,0.462,0.156,0.0,0.147,0.43,113.281,309787,14
1586,'Till I Collapse,0.555,0.847,1,-3.243,1,0.165,0.0639,0.0,0.0862,0.107,171.438,297907,5
1587,My Dad's Gone Crazy,0.728,0.689,7,-5.174,1,0.483,0.0918,0.0,0.326,0.691,176.017,266973,16
1588,Curtains Close,0.674,0.366,1,-20.283,1,0.46,0.527,0.000342,0.279,0.72,97.83,62720,20
1589,The Real Slim Shady - Instrumental,0.835,0.395,7,-5.274,0,0.104,7.1e-05,0.832,0.0418,0.896,104.528,284760,32
1590,The Way I Am - Instrumental,0.653,0.767,4,-4.07,0,0.0723,0.0151,0.919,0.347,0.319,87.28,291400,32
1591,Stan - Instrumental,0.73,0.536,8,-5.899,0,0.0712,0.0541,0.568,0.538,0.542,80.047,403733,12
1592,The Kids,0.738,0.776,10,-3.97,1,0.328,0.249,0.0,0.118,0.353,91.38,305627,26
1593,The Way I Am - Danny Lohner Remix Version,0.71,0.867,9,-2.574,1,0.292,0.00649,0.0,0.27,0.531,87.364,298693,26
1594,Public Service Announcement 2000,0.663,0.281,10,-20.141,0,0.939,0.0225,0.0,0.527,0.696,151.593,25867,20
1595,Kill You,0.897,0.559,11,-8.268,1,0.379,0.155,0.000127,0.296,0.677,106.991,264400,8
1596,Stan,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,24
1597,Paul - Skit,0.0,0.24,10,-20.135,0,0.0,0.943,0.0,0.618,0.0,0.0,10600,17
1598,Who Knew,0.855,0.596,7,-4.147,1,0.307,0.135,0.0,0.139,0.793,100.894,227760,8
1599,Steve Berman,0.663,0.626,1,-10.536,1,0.639,0.578,0.0,0.469,0.837,148.087,53573,13
1600,The Way I Am,0.785,0.871,4,-2.692,0,0.265,0.144,0.0,0.309,0.315,87.248,290427,25
1601,The Real Slim Shady,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,18
1602,Remember Me?,0.806,0.902,6,-3.113,0,0.301,0.00263,0.0,0.299,0.753,90.026,218533,25
1603,I'm Back,0.878,0.595,11,-3.924,0,0.203,0.0146,6.8e-05,0.328,0.851,89.995,309760,27
1604,Marshall Mathers,0.661,0.748,11,-3.16,0,0.172,0.0315,0.0,0.0686,0.254,96.035,320933,11
1605,Ken Kaniff - Skit,0.473,0.715,7,-10.571,0,0.846,0.196,0.0,0.56,0.541,178.249,61800,13
1606,Drug Ballad,0.913,0.7,11,-3.411,1,0.0589,0.0239,0.0,0.125,0.64,104.759,300267,38
1607,Amityville,0.618,0.929,2,-3.238,0,0.273,0.0217,0.0,0.326,0.672,79.864,254773,25
1608,Bitch Please II,0.918,0.586,1,-2.89,1,0.133,0.0783,0.0,0.145,0.779,95.517,288200,34
1609,Kim,0.587,0.923,4,-3.05,0,0.441,0.0216,0.0,0.481,0.0778,142.075,377893,30
1610,Under The Influence,0.921,0.752,6,-4.32,1,0.27,0.0174,0.0,0.135,0.705,96.985,321667,38
1611,Criminal,0.794,0.72,11,-6.163,0,0.278,0.127,0.0,0.253,0.561,102.049,319027,27
1612,Public Service Announcement 2000,0.714,0.263,1,-20.277,1,0.913,0.0196,0.0,0.646,0.671,126.56,27867,20
1613,Kill You,0.897,0.559,11,-8.268,1,0.379,0.155,0.000127,0.296,0.677,106.991,264400,8
1614,Stan,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,24
1615,Paul - Skit,0.0,0.24,10,-20.135,0,0.0,0.943,0.0,0.618,0.0,0.0,10600,17
1616,Who Knew,0.855,0.596,7,-4.147,1,0.307,0.135,0.0,0.139,0.793,100.894,227760,8
1617,Steve Berman,0.663,0.626,1,-10.536,1,0.639,0.578,0.0,0.469,0.837,148.087,53573,13
1618,The Way I Am,0.785,0.871,4,-2.692,0,0.265,0.144,0.0,0.309,0.315,87.248,290427,25
1619,The Real Slim Shady,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,18
1620,Remember Me?,0.806,0.905,8,-3.119,0,0.299,0.00293,0.0,0.23,0.729,89.982,218840,27
1621,I'm Back,0.878,0.595,11,-3.924,0,0.203,0.0146,6.8e-05,0.328,0.851,89.995,309760,27
1622,Marshall Mathers,0.729,0.759,11,-3.177,0,0.127,0.0361,0.0,0.0694,0.268,95.935,321267,11
1623,Ken Kaniff - Skit,0.473,0.715,7,-10.571,0,0.846,0.196,0.0,0.56,0.541,178.249,61800,13
1624,Drug Ballad,0.913,0.7,11,-3.411,1,0.0589,0.0239,0.0,0.125,0.64,104.759,300267,38
1625,Amityville,0.618,0.929,2,-3.238,0,0.273,0.0217,0.0,0.326,0.672,79.864,254773,25
1626,Bitch Please II,0.918,0.586,1,-2.89,1,0.133,0.0783,0.0,0.145,0.779,95.517,288200,34
1627,Kim,0.587,0.923,4,-3.05,0,0.441,0.0216,0.0,0.481,0.0778,142.075,377893,30
1628,Under The Influence,0.921,0.752,6,-4.32,1,0.27,0.0174,0.0,0.135,0.705,96.985,321667,38
1629,Criminal,0.81,0.724,4,-6.153,0,0.268,0.127,0.0,0.306,0.573,101.941,319600,25
1630,Public Service Announcement 2000,0.0,0.0,0,-60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000,17
1631,**** You,0.874,0.61,7,-6.563,1,0.357,0.144,5.36e-05,0.283,0.68,106.894,264360,8
1632,Stan,0.781,0.739,6,-4.723,0,0.215,0.0371,5.17e-06,0.548,0.514,80.032,403360,24
1633,Paul,0.0,0.144,11,-21.849,0,0.0,0.623,2.18e-05,0.55,0.0,0.0,10667,17
1634,Who Knew,0.717,0.539,7,-6.585,1,0.421,0.172,0.0,0.123,0.796,128.028,227667,8
1635,Steve Berman,0.837,0.462,8,-13.228,1,0.887,0.559,0.0,0.441,0.801,52.97,54427,36
1636,The Way I Am,0.82,0.839,4,-3.542,0,0.188,0.125,0.0,0.318,0.27,87.315,290907,25
1637,The Real Slim Shady,0.936,0.619,5,-6.529,0,0.0615,0.0943,0.0,0.0556,0.774,104.486,284480,18
1638,Remember Me?,0.872,0.87,8,-3.283,0,0.309,0.00197,0.0,0.241,0.711,90.025,218640,27
1639,I'm Back,0.873,0.596,11,-4.412,0,0.185,0.0167,4.95e-05,0.288,0.885,89.796,310053,27
1640,Marshall Mathers,0.766,0.678,11,-5.153,0,0.135,0.0195,0.0,0.0633,0.222,96.049,320280,11
1641,Ken Kaniff,0.568,0.651,7,-11.363,0,0.648,0.189,0.0,0.58,0.539,96.152,61813,13
1642,Drug Ballad,0.919,0.723,1,-3.191,0,0.11,0.0379,0.0,0.222,0.64,104.799,302853,25
1643,Amityville,0.733,0.883,2,-4.549,0,0.211,0.0211,0.0,0.308,0.715,80.113,241613,25
1644,***** Please II,0.903,0.636,1,-3.663,1,0.205,0.133,0.0,0.173,0.816,95.55,290747,34
1645,The Kids,0.755,0.746,10,-4.87,1,0.34,0.234,0.0,0.102,0.375,91.244,303187,26
1646,Under The Influence,0.91,0.721,10,-5.818,0,0.305,0.0305,0.0,0.255,0.732,96.993,322267,27
1647,Criminal,0.832,0.568,11,-6.986,0,0.288,0.113,0.0,0.108,0.513,102.035,320547,1
1648,Public Service Announcement,0.66,0.199,9,-25.602,1,0.871,0.296,0.0,0.145,0.921,147.535,33093,20
1649,My Name Is,0.845,0.682,9,-6.245,0,0.339,0.052,0.0,0.0931,0.813,85.561,268400,27
1650,Guilty Conscience,0.723,0.786,7,-5.094,1,0.313,0.0521,0.0,0.318,0.516,90.237,199333,26
1651,Brain Damage,0.871,0.602,2,-7.862,1,0.142,0.00823,0.0,0.0634,0.847,94.989,226707,34
1652,Paul - Skit,0.829,0.253,10,-19.467,0,0.917,0.984,9.42e-05,0.76,0.809,97.478,15800,36
1653,If I Had,0.786,0.59,7,-4.974,0,0.19,0.000521,3.26e-05,0.106,0.305,168.195,245547,4
1654,'97 Bonnie & Clyde,0.723,0.916,9,-6.526,0,0.517,0.0949,0.000405,0.297,0.743,184.083,316413,9
1655,Bitch,0.834,0.343,11,-15.805,0,0.876,0.99,0.0123,0.617,0.969,97.191,19707,36
1656,Role Model,0.863,0.592,2,-4.219,1,0.253,0.0206,1.88e-06,0.0394,0.805,91.958,205400,34
1657,Lounge - Skit,0.324,0.353,4,-18.873,1,0.09,0.61,0.0,0.903,0.848,113.898,46533,28
1658,My Fault,0.754,0.618,0,-8.052,1,0.396,0.0382,1.07e-06,0.256,0.848,190.155,241600,2
1659,Ken Kaniff - Skit,0.695,0.363,9,-20.531,0,0.881,0.983,0.0,0.67,0.141,59.454,76227,36
1660,Cum On Everybody,0.891,0.754,1,-6.441,1,0.199,0.0277,0.000652,0.0941,0.665,105.115,219280,34
1661,Rock Bottom,0.859,0.644,6,-3.047,1,0.124,0.0783,0.00762,0.217,0.378,92.046,214120,14
1662,Just Don't Give A Fuck,0.587,0.935,11,-1.775,0,0.263,0.000633,0.0,0.214,0.705,85.595,242533,27
1663,Soap - Skit,0.458,0.408,11,-16.553,1,0.0717,0.974,0.000418,0.791,0.832,73.133,34600,28
1664,As The World Turns,0.796,0.73,1,-5.809,0,0.316,0.00326,0.0,0.0816,0.336,95.857,265373,25
1665,I'm Shady,0.838,0.713,11,-7.062,0,0.254,0.0248,2.05e-06,0.121,0.709,92.904,211893,27
1666,Bad Meets Evil,0.502,0.891,11,-4.54,0,0.709,0.0276,0.0,0.888,0.674,189.479,253133,21
1667,Still Don't Give A Fuck,0.681,0.851,4,-4.055,0,0.386,0.112,0.0,0.351,0.59,89.777,257493,25
1668,Hazardous Youth - A Cappella,0.805,0.4,10,-9.502,0,0.882,0.81,0.0,0.135,0.859,61.65,44040,13
1669,Get You Mad,0.793,0.77,7,-5.281,1,0.314,0.0134,0.0,0.258,0.564,91.433,262213,38
1670,Greg - A Cappella,0.696,0.504,0,-8.473,1,0.905,0.788,0.0,0.104,0.642,99.883,52547,13
1671,"Bad Guys Always Die - From ""Wild Wild West"" Soundtrack",0.722,0.747,2,-3.483,1,0.0509,0.0249,4.5e-06,0.197,0.343,95.866,279133,23
1672,Guilty Conscience - Radio Version,0.824,0.768,4,-5.391,0,0.216,0.0559,0.0,0.369,0.529,91.132,199773,25
1673,Guilty Conscience - Instrumental,0.74,0.858,5,-5.284,0,0.0591,0.00018,0.866,0.377,0.927,91.173,200880,32
1674,Guilty Conscience - A Cappella,0.678,0.591,9,-7.241,1,0.634,0.672,0.0,0.409,0.671,97.436,196653,13
1675,My Name Is - Instrumental,0.797,0.427,0,-6.799,0,0.133,0.00119,0.714,0.0699,0.398,171.056,269173,32
1676,Just Don't Give A Fuck - A Cappella,0.634,0.476,7,-9.517,1,0.556,0.464,0.0,0.135,0.814,81.315,215213,13
1677,Just Don't Give A Fuck - Instrumental,0.642,0.585,4,-6.551,0,0.0568,0.00024,0.00114,0.208,0.54,85.419,248187,25
1678,Public Service Announcement,0.648,0.199,1,-25.565,1,0.883,0.275,0.0,0.136,0.95,149.548,33227,20
1679,My Name Is,0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,268400,34
1680,Guilty Conscience,0.66,0.789,7,-5.143,1,0.364,0.0527,0.0,0.341,0.513,182.218,199333,16
1681,Brain Damage,0.866,0.599,2,-7.903,1,0.163,0.00917,0.0,0.0655,0.831,94.982,226733,34
1682,Paul - Skit,0.816,0.266,8,-19.654,1,0.865,0.981,5.88e-05,0.799,0.837,130.845,15840,36
1683,If I Had,0.791,0.601,7,-4.978,0,0.217,0.000627,3.13e-05,0.107,0.272,168.161,245493,4
1684,'97 Bonnie & Clyde,0.713,0.909,9,-6.535,0,0.527,0.094,0.000169,0.306,0.73,184.032,316400,9
1685,Bitch - Skit,0.804,0.336,6,-16.042,1,0.882,0.991,0.00347,0.625,0.968,97.607,19707,36
1686,Role Model,0.865,0.589,7,-4.224,1,0.258,0.0218,4.6e-06,0.04,0.776,91.968,205400,8
1687,Lounge - Skit,0.303,0.376,4,-18.938,1,0.117,0.57,0.0,0.886,0.796,131.007,46533,28
1688,My Fault,0.754,0.631,11,-8.083,0,0.395,0.0463,1.39e-06,0.25,0.84,190.04,241600,9
1689,Ken Kaniff - Skit,0.78,0.368,5,-20.591,1,0.897,0.984,0.0,0.689,0.185,108.112,76293,36
1690,Cum On Everybody,0.887,0.758,1,-6.43,1,0.214,0.0254,0.000521,0.0887,0.652,105.118,219240,34
1691,Rock Bottom,0.859,0.642,6,-3.068,1,0.13,0.096,0.00927,0.21,0.353,92.055,214093,14
1692,Just Don't Give A Fuck,0.539,0.931,4,-1.803,0,0.262,0.000713,0.0,0.204,0.685,85.571,242573,25
1693,Soap - Skit,0.474,0.425,1,-16.66,0,0.0617,0.97,0.000207,0.738,0.857,72.08,34600,28
1694,As The World Turns,0.861,0.731,8,-5.814,0,0.243,0.00324,0.0,0.0807,0.36,95.919,265333,1
1695,I'm Shady,0.841,0.718,6,-7.098,0,0.277,0.0315,1.92e-06,0.122,0.728,92.879,211960,18
1696,Bad Meets Evil,0.664,0.903,11,-4.449,0,0.473,0.0328,0.0,0.863,0.608,94.667,253067,24
1697,Still Don't Give A Fuck,0.693,0.856,4,-4.045,0,0.378,0.107,0.0,0.355,0.607,89.899,252707,25
1698,Public Service Announcement - Album Version (Edited),0.645,0.224,6,-24.828,1,0.862,0.284,0.0,0.131,0.962,149.268,33227,20
1699,My Name Is,0.823,0.744,0,-6.665,1,0.355,0.0669,0.0,0.103,0.798,85.483,268440,34
1700,Guilty Conscience,0.788,0.739,4,-5.207,0,0.3,0.0386,0.0,0.334,0.551,91.026,199333,25
1701,Brain Damage,0.868,0.674,2,-5.766,1,0.164,0.0106,0.0,0.0627,0.818,94.987,226360,34
1702,Paul - Skit,0.712,0.27,8,-19.087,1,0.895,0.985,5.63e-06,0.859,0.857,130.005,15840,36
1703,If I Had,0.787,0.605,7,-5.007,0,0.232,0.000468,2.45e-05,0.102,0.27,168.222,245493,4
1704,'97 Bonnie & Clyde,0.71,0.918,9,-6.363,0,0.515,0.127,0.000343,0.302,0.737,184.027,316440,9
1705,Bitch - Skit,0.765,0.381,6,-13.455,1,0.873,0.991,0.0195,0.609,0.963,75.723,19800,36
1706,Role Model,0.853,0.6,2,-4.311,1,0.255,0.0204,7.99e-06,0.0983,0.824,91.911,210400,34
1707,Lounge - Skit,0.263,0.432,4,-16.876,1,0.107,0.622,0.0,0.89,0.813,92.199,46533,28
1708,My Fault,0.76,0.72,0,-5.876,1,0.393,0.0402,0.0,0.369,0.881,190.013,241600,2
1709,Ken Kaniff,0.718,0.384,5,-19.345,1,0.91,0.983,0.0,0.769,0.154,88.903,76227,36
1710,Come On Everybody,0.868,0.812,11,-5.174,0,0.227,0.0295,6.75e-05,0.0981,0.653,105.105,219267,27
1711,Rock Bottom,0.857,0.636,10,-3.655,0,0.129,0.0803,0.0085,0.199,0.346,92.059,214107,1
1712,Just Don't Give a F**,0.577,0.908,4,-2.914,0,0.272,0.00114,0.0,0.266,0.689,85.613,226733,25
1713,Soap - Skit,0.417,0.574,1,-11.033,0,0.0636,0.978,0.00232,0.776,0.798,73.629,34773,28
1714,As The World Turns,0.82,0.827,1,-2.943,0,0.313,0.00721,0.0,0.0877,0.456,95.776,265360,25
1715,I'm Shady,0.818,0.817,11,-4.551,0,0.303,0.0381,0.0,0.105,0.743,92.792,211907,27
1716,Bad Meets Evil,0.514,0.94,11,-2.396,0,0.671,0.0723,0.0,0.939,0.663,189.482,252533,21
1717,Still Don't Give,0.635,0.893,4,-2.914,0,0.412,0.155,0.0,0.364,0.665,89.829,250360,10
1718,Intro,0.398,0.433,11,-10.051,1,0.0427,0.407,0.0,0.133,0.603,80.333,74853,0
1719,I Do It,0.601,0.882,1,-7.238,1,0.111,0.195,3.91e-06,0.0527,0.585,145.99,215413,5
1720,My Last,0.385,0.773,8,-5.684,1,0.171,0.0994,0.0,0.217,0.367,78.698,254120,26
1721,Don't Tell Me You Love Me,0.466,0.878,9,-5.121,0,0.187,0.0164,0.0,0.295,0.236,122.059,236320,11
1722,Wait For Me,0.476,0.747,0,-5.542,1,0.0824,0.00991,3.37e-06,0.552,0.519,180.133,237120,21
1723,Marvin & Chardonnay,0.626,0.808,11,-2.738,0,0.0362,0.0668,0.0,0.316,0.827,133.081,222867,9
1724,Dance (A$$),0.765,0.695,2,-6.57,1,0.342,0.02,0.0437,0.13,0.7,159.865,197760,2
1725,Get It (DT),0.515,0.889,11,-4.234,1,0.235,0.279,0.0,0.0987,0.444,83.669,207307,26
1726,Memories (Part II),0.412,0.817,1,-4.84,0,0.294,0.0106,0.0,0.0724,0.625,102.751,275360,10
1727,High,0.518,0.647,11,-4.895,0,0.303,0.0493,0.0,0.779,0.397,131.418,260453,33
1728,Live This Life,0.395,0.834,2,-5.73,1,0.224,0.0259,0.0,0.235,0.16,105.695,258147,23
1729,So Much More,0.457,0.93,11,-4.672,1,0.0971,0.0131,0.0,0.208,0.592,86.044,355707,26
1730,Intro - Album Version (Edited),0.406,0.426,11,-10.228,1,0.0431,0.42,0.0,0.155,0.564,78.601,74933,0
1731,I Do It - Album Version (Edited),0.586,0.867,1,-7.245,1,0.106,0.205,8.82e-06,0.0601,0.635,146.023,215480,5
1732,My Last - Album Version (Edited),0.406,0.791,8,-5.49,1,0.164,0.11,0.0,0.184,0.409,78.784,255400,26
1733,Don't Tell Me You Love Me - Album Version (Edited),0.583,0.874,9,-5.198,0,0.19,0.0141,0.0,0.492,0.23,91.704,236027,11
1734,Wait For Me - Album Version (Edited),0.474,0.778,0,-5.557,1,0.0621,0.00977,3.54e-06,0.279,0.546,179.99,237120,5
1735,Marvin & Chardonnay - Album Version (Edited),0.632,0.775,11,-3.138,0,0.0376,0.0505,0.0,0.319,0.834,133.076,222893,9
1736,Dance (A$$) - Album Version (Edited),0.762,0.683,11,-6.598,0,0.369,0.0249,0.0625,0.0582,0.638,159.707,197733,9
1737,Get It (DT) - Album Version (Edited),0.524,0.891,1,-4.237,1,0.227,0.281,0.0,0.0968,0.453,82.401,207333,31
1738,Memories (Part II) - Album Version (Edited),0.553,0.815,1,-4.823,0,0.231,0.00931,0.0,0.0686,0.662,76.942,275373,25
1739,High - Album Version (Edited),0.598,0.65,11,-4.897,0,0.269,0.0408,0.0,0.728,0.422,131.691,260413,24
1740,Live This Life - Album Version (Edited),0.397,0.818,2,-5.763,1,0.204,0.0249,0.0,0.259,0.216,132.254,258320,5
1741,So Much More - Album Version (Edited),0.463,0.932,11,-4.701,1,0.0941,0.00936,0.0,0.134,0.576,85.882,354480,26
1742,Dance (A$$) Remix - Edited Version,0.781,0.738,11,-6.923,0,0.363,0.0436,0.0128,0.308,0.603,159.68,220467,9
1743,Intro - Album Version (Edited),0.47,0.428,11,-10.203,1,0.0338,0.438,0.0,0.159,0.653,75.604,74907,0
1744,I Do It - Album Version (Edited),0.604,0.867,10,-7.245,0,0.103,0.205,8.75e-06,0.0601,0.643,145.931,215427,9
1745,My Last - Album Version (Edited),0.365,0.792,8,-5.479,1,0.217,0.106,0.0,0.191,0.361,80.09,255160,26
1746,Don't Tell Me You Love Me - Album Version (Edited),0.576,0.878,9,-5.155,0,0.186,0.0141,0.0,0.436,0.265,91.786,236320,11
